Order,Tier,Topic,English,Turkish,Swedish,Farsi,Hindi,Is New
1773,Intermediate,15. Talking About the Past,I realized I was holding the keys I was seeking.,Aradığım anahtarları tuttuğumu fark ettim.,Jag insåg att jag höll i nycklarna jag sökte.,,,
1774,Intermediate,15. Talking About the Past,He noticed no one was listening during his speech.,Konuşması sırasında kimsenin dinlemediğini fark etti.,Han märkte att ingen lyssnade under hans tal.,,,
1775,Intermediate,15. Talking About the Past,The fans screamed as the band played their hit song.,"Hayranlar, grup hit şarkısını çalarken çığlık attı.",Fansen skrek när bandet spelade sin hitlåt.,,,
1776,Intermediate,15. Talking About the Past,The stage lights blinded her as she walked out.,Sahne ışıkları dışarı çıktığında onu kör etti.,Scenljusen bländade henne när hon gick ut.,,,
1777,Intermediate,15. Talking About the Past,You missed his expression when he opened the gift.,Hediye açtığında yüzündeki ifadeyi kaçırdın.,Du missade hans uttryck när han öppnade presenten.,,,
1778,Intermediate,15. Talking About the Past,An earlier warning would have helped everyone adjust.,Daha erken bir uyarı herkesin uyum sağlamasına yardım edebilirdi.,En tidigare varning skulle ha hjälpt alla att anpassa sig.,,,
1779,Intermediate,15. Talking About the Past,Trusting the guide would have kept us on the path.,Rehbere güvenmek bizi yolda tutardı.,Att lita på guiden hade hållit oss på stigen.,,,
1780,Intermediate,15. Talking About the Past,Learning more of the language would have made things easier.,Daha fazla dil öğrenmek işleri kolaylaştırırdı.,Att lära sig mer av språket skulle ha gjort saker enklare.,,,
1781,Intermediate,15. Talking About the Past,"Fame was possible, but she chose a quiet life.","Şöhret mümkündü, ama o sakin bir hayat seçti.","Berömmelse var möjlig, men hon valde ett lugnt liv.",,,
1782,Intermediate,15. Talking About the Past,Using proper tools would have saved us much effort.,Uygun araçları kullanmak bizi büyük bir zahmetten kurtarırdı.,Att använda rätt verktyg hade sparat oss mycket möda.,,,
1783,Intermediate,15. Talking About the Past,We might be taking on too much work at once.,Aynı anda çok fazla iş üstleniyor olabiliriz.,Vi kanske tar på oss för mycket arbete på en gång.,,,
1784,Intermediate,15. Talking About the Past,The movie had just started when the fire alarm rang.,Film tam başlamıştı ki yangın alarmı çaldı.,Filmen hade precis börjat när brandlarmet ringde.,,,
1785,Intermediate,15. Talking About the Past,The hype only made sense after tasting the dish.,"Abartı, ancak yemeği tattıktan sonra anlam kazandı.",Hajpen gav bara mening efter att ha smakat rätten.,,,
1786,Intermediate,15. Talking About the Past,The printer jammed just as it finished warming up.,"Yazıcı, ısınmayı tam bitirdiği anda sıkıştı.",Skrivaren fastnade precis när den värmt klart.,,,
1787,Intermediate,15. Talking About the Past,He only looked for the charger once the battery died.,Pil bitince ancak şarj aletini aradı.,Han letade först efter laddaren när batteriet dog.,,,
1788,Intermediate,15. Talking About the Past,Reviewing the footage made the error quite obvious.,"Görüntüleri incelemek, hatayı oldukça bariz hale getirdi.",Granskningen av filmmaterialet gjorde felet ganska uppenbart.,,,
1789,Intermediate,15. Talking About the Past,"After the repair, the machine finally ran smoothly.",Tamirden sonra makine nihayet sorunsuz çalıştı.,Efter reparationen gick maskinen äntligen smidigt.,,,
1790,Intermediate,15. Talking About the Past,The adapter was the thing we forgot after packing.,"Adaptör, paketledikten sonra unuttuğumuz şeydi.",Adaptern var det vi glömde efter packningen.,,,
1791,Intermediate,15. Talking About the Past,Hardly had the lights gone out when the generator started.,Daha ışıklar sönmemişti ki jeneratör çalışmaya başladı.,Knappt hade lamporna slocknat förrän generatorn startade.,,,
1792,Intermediate,15. Talking About the Past,The queue moved faster once another register opened.,Başka bir kasa açılınca kuyruk daha hızlı ilerledi.,Kön rörde sig snabbare när en annan kassa öppnade.,,,
1793,Intermediate,15. Talking About the Past,It was the wrong address that sent the driver off.,Sürücüyü yola çıkaran yanlış adresti.,Det var fel adress som ledde föraren fel.,,,
1794,Intermediate,15. Talking About the Past,What helped most was writing the steps down clearly.,"En çok yardımcı olan şey, adımları net bir şekilde yazmaktı.",Det som hjälpte mest var att skriva ner stegen tydligt.,,,
1795,Intermediate,15. Talking About the Past,What caused the confusion was the unclear wording used.,Kullanılan belirsiz ifade kafa karışıklığına neden oldu.,Det som orsakade förvirringen var den oklara formuleringen som användes.,,,
1796,Intermediate,15. Talking About the Past,The problem surfaced once the system restarted itself.,"Sorun, sistem kendini yeniden başlattıktan sonra ortaya çıktı.",Problemet uppstod när systemet startade om.,,,
1797,Intermediate,15. Talking About the Past,Only when the file opened did the error appear.,Ancak dosya açıldığında hata belirdi.,Först när filen öppnades dök felet upp.,,,
1798,Intermediate,15. Talking About the Past,The task went faster after the roles were split.,Görevler bölündükten sonra işler daha hızlı gitti.,Uppgiften gick snabbare efter att rollerna delades upp.,,,
1799,Intermediate,15. Talking About the Past,The solution turned out to be simpler than expected.,Çözüm beklenenden daha basit çıktı.,Lösningen visade sig vara enklare än förväntat.,,,
1800,Intermediate,15. Talking About the Past,What really helped was taking a break before deciding.,"Karar vermeden önce mola vermek, gerçekten yardımcı oldu.",Det som verkligen hjälpte var att ta en paus innan man bestämde sig.,,,
1801,Intermediate,15. Talking About the Past,It was a stranger’s kindness that changed my mood.,Modumu değiştiren bir yabancının iyiliğiydi.,Det var en främlings vänlighet som förändrade mitt humör.,,,
1802,Intermediate,15. Talking About the Past,What stayed with me was how calmly she handled it.,"Aklımda kalan, bunu ne kadar sakin bir şekilde ele aldığıydı.",Vad som stannade kvar hos mig var hur lugnt hon hanterade det.,,,
1803,Intermediate,15. Talking About the Past,The thing that made the difference was asking for help.,Fark yaratan şey yardım istemekti.,Det som gjorde skillnaden var att be om hjälp.,,,
1804,Intermediate,15. Talking About the Past,The reason they succeeded was that they listened well.,"Başarılı olmalarının nedeni, iyi dinlemeleriydi.",Anledningen till att de lyckades var att de lyssnade väl.,,,
1805,Intermediate,15. Talking About the Past,What helped most was writing things down.,"En çok yardımcı olan, not almaktı.",Det som hjälpte mest var att skriva ner saker.,,,
1806,Intermediate,15. Talking About the Past,The ancient ruins are said to hide many secrets.,Antik harabelerin birçok sır sakladığı söyleniyor.,De forntida ruinerna sägs gömma många hemligheter.,,,
1807,Intermediate,15. Talking About the Past,The athlete reportedly broke the world record during training.,Sporcunun antrenman sırasında dünya rekorunu kırdığı bildirildi.,Idrottaren uppges ha slagit världsrekordet under träning.,,,
1808,Intermediate,15. Talking About the Past,The actor is said to be taking a controversial role.,Aktörün tartışmalı bir rol üstlendiği söyleniyor.,Skådespelaren sägs ta en kontroversiell roll.,,,
1809,Intermediate,15. Talking About the Past,The minister is said to have resigned for personal reasons.,Bakanın kişisel nedenlerden dolayı istifa ettiği söyleniyor.,Ministern sägs ha avgått av personliga skäl.,,,
1810,Intermediate,15. Talking About the Past,The funds were allegedly used for personal expenses.,Fonların kişisel harcamalar için kullanıldığı iddia edildi.,Medlen ska ha använts för personliga utgifter.,,,
1811,Intermediate,15. Talking About the Past,Reports suggest peace talks have made real progress.,"Raporlar, barış görüşmelerinin gerçek ilerleme kaydettiğini öne sürüyor.",Rapporter tyder på att fredssamtalen har gjort verkliga framsteg.,,,
1812,Intermediate,16. Plans & Future,We will relax by the pool when we can.,Mümkün olduğunda havuz kenarında dinleneceğiz.,Vi kommer att koppla av vid poolen när vi kan.,,,
1813,Intermediate,16. Plans & Future,Is this task harder than you expected.,Bu görev beklediğinden daha mı zor?,Är den här uppgiften svårare än du hade förväntat dig?,,,
1814,Intermediate,16. Plans & Future,New clothes might be useful for your new job.,Yeni işin için yeni kıyafetler faydalı olabilir.,Nya kläder kan vara användbara för ditt nya jobb.,,,
1815,Intermediate,16. Plans & Future,He will move to London if they offer the job.,İşi teklif ederlerse Londra'ya taşınacak.,Han kommer att flytta till London om de erbjuder jobbet.,,,
1816,Intermediate,16. Plans & Future,Will you help me if I have project trouble?,Proje sorunum olursa bana yardım eder misin?,Kommer du att hjälpa mig om jag får problem med projektet?,,,
1817,Intermediate,16. Plans & Future,You will get wet without your large umbrella.,Büyük şemsiyen olmadan ıslanacaksın.,Du blir blöt utan ditt stora paraply.,,,
1818,Intermediate,16. Plans & Future,Will they forgive us if we tell the truth?,Doğruyu söylersek bizi affedecekler mi?,Kommer de att förlåta oss om vi berättar sanningen?,,,
1819,Intermediate,16. Plans & Future,I doubt you will pass without studying more seriously.,Daha ciddi çalışmadan geçeceğinden şüpheliyim.,Jag tvivlar på att du kommer att klara dig utan att studera mer seriöst.,,,
1820,Intermediate,16. Plans & Future,I honestly do not know if this plan will work.,"Dürüst olmak gerekirse, bu planın işe yarayıp yaramayacağını bilmiyorum.",Jag vet ärligt talat inte om den här planen kommer att fungera.,,,
1821,Intermediate,16. Plans & Future,"This might be true, but I cannot be certain yet.",Bu doğru olabilir ama henüz emin değilim.,"Detta kan vara sant, men jag kan inte vara säker än.",,,
1822,Intermediate,16. Plans & Future,He offered to help me with the project tomorrow.,Yarın projede bana yardım etmeyi teklif etti.,Han erbjöd sig att hjälpa mig med projektet imorgon.,,,
1823,Intermediate,16. Plans & Future,"If you press that button, the alarm will go off.","O düğmeye basarsan, alarm çalacak.","Om du trycker på den knappen, kommer larmet att gå.",,,
1824,Intermediate,16. Plans & Future,I will call you as soon as I land.,İner inmez seni arayacağım.,Jag ringer dig så snart jag landar.,,,
1825,Intermediate,16. Plans & Future,He will be explaining this again unless you take notes.,"Not almazsanız, bunu tekrar açıklayacak.",Han kommer att förklara detta igen om du inte antecknar.,,,
1826,Intermediate,16. Plans & Future,Medical treatments could soon be tailored to your DNA.,Tıbbi tedaviler yakında DNA'nıza özel olarak uyarlanabilir.,Medicinska behandlingar kan snart komma att skräddarsys efter ditt DNA.,,,
1827,Intermediate,16. Plans & Future,The findings will appear in a scientific journal.,Bulgular bilimsel bir dergide yayımlanacak.,Fynden kommer att publiceras i en vetenskaplig tidskrift.,,,
1828,Intermediate,16. Plans & Future,Better security might have prevented the entire issue.,"Daha iyi güvenlik, tüm sorunu önleyebilirdi.",Bättre säkerhet hade kunnat förhindra hela problemet.,,,
1829,Intermediate,16. Plans & Future,Staying up longer might have revealed the northern lights.,"Daha uzun süre uyanık kalsaydık, kuzey ışıkları ortaya çıkmış olabilirdi.",Att stanna uppe längre hade kanske avslöjat norrskenet.,,,
1830,Intermediate,16. Plans & Future,This new approach might worry some of our long-term clients.,"Bu yeni yaklaşım, uzun vadeli müşterilerimizden bazılarını endişelendirebilir.",Detta nya tillvägagångssätt kan oroa några av våra långsiktiga kunder.,,,
1831,Intermediate,16. Plans & Future,We might be missing some important risks in this plan.,Bu planda bazı önemli riskleri gözden kaçırıyor olabiliriz.,Vi kanske missar några viktiga risker i den här planen.,,,
1832,Intermediate,16. Plans & Future,Maybe it is better to raise this issue later on.,Belki bu konuyu daha sonra gündeme getirmek daha iyi olur.,Kanske är det bättre att ta upp den här frågan senare.,,,
1833,Intermediate,16. Plans & Future,"Should you ever move cities, you might understand hard goodbyes.","Şehir değiştirecek olursanız, zor vedaları anlayabilirsiniz.","Skulle du någonsin flytta till en annan stad, skulle du kanske förstå svåra farväl.",,,
1834,Intermediate,16. Plans & Future,Many people claim the new law will reduce crime.,Birçok kişi yeni yasanın suç oranını azaltacağını iddia ediyor.,Många hävdar att den nya lagen kommer att minska brottsligheten.,,,
1835,Intermediate,16. Plans & Future,Thousands are expected to show up at the protest.,Binlerce kişinin protestoya katılması bekleniyor.,Tusentals förväntas dyka upp vid protesten.,,,
1836,Intermediate,16. Plans & Future,Some claim technology will replace traditional jobs.,Bazıları teknolojinin geleneksel işlerin yerini alacağını iddia ediyor.,En del hävdar att teknik kommer att ersätta traditionella jobb.,,,
